instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_indonesia,weather_indonesia,month_indonesia
145,2011-01-07,Spring,2011,1,7,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2121,0.69,0.1343,8,76,84,Musim Semi,Cerah,Januari
146,2011-01-07,Spring,2011,1,8,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.197,0.51,0.2537,20,190,210,Musim Semi,Cerah,Januari
147,2011-01-07,Spring,2011,1,9,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.47,0.2985,9,125,134,Musim Semi,Cerah,Januari
148,2011-01-07,Spring,2011,1,10,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.37,0.3284,16,47,63,Musim Semi,Cerah,Januari
149,2011-01-07,Spring,2011,1,11,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.197,0.4,0.2239,19,48,67,Musim Semi,Berawan/Berkabut,Januari
150,2011-01-07,Spring,2011,1,12,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.197,0.37,0.2537,9,50,59,Musim Semi,Berawan/Berkabut,Januari
151,2011-01-07,Spring,2011,1,13,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.1818,0.37,0.2836,9,64,73,Musim Semi,Berawan/Berkabut,Januari
152,2011-01-07,Spring,2011,1,14,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.197,0.4,0.2537,7,43,50,Musim Semi,Berawan/Berkabut,Januari
153,2011-01-07,Spring,2011,1,15,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2121,0.37,0.1642,9,63,72,Musim Semi,Berawan/Berkabut,Januari
154,2011-01-07,Spring,2011,1,16,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2121,0.37,0.1642,5,82,87,Musim Semi,Berawan/Berkabut,Januari
155,2011-01-07,Spring,2011,1,17,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2576,0.37,0.0,9,178,187,Musim Semi,Berawan/Berkabut,Januari
156,2011-01-07,Spring,2011,1,18,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.4,0.0896,7,116,123,Musim Semi,Cerah,Januari
157,2011-01-07,Spring,2011,1,19,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.197,0.55,0.0896,3,92,95,Musim Semi,Cerah,Januari
158,2011-01-07,Spring,2011,1,20,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.18,0.2121,0.47,0.1045,1,50,51,Musim Semi,Cerah,Januari
159,2011-01-07,Spring,2011,1,21,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.18,0.197,0.47,0.1343,0,39,39,Musim Semi,Cerah,Januari
160,2011-01-07,Spring,2011,1,22,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.18,0.197,0.43,0.1642,2,34,36,Musim Semi,Berawan/Berkabut,Januari
161,2011-01-07,Spring,2011,1,23,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.18,0.197,0.51,0.1642,1,14,15,Musim Semi,Berawan/Berkabut,Januari
162,2011-01-08,Spring,2011,1,0,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.18,0.197,0.51,0.1642,1,24,25,Musim Semi,Berawan/Berkabut,Januari
163,2011-01-08,Spring,2011,1,1,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.18,0.2121,0.55,0.0896,1,15,16,Musim Semi,Berawan/Berkabut,Januari
164,2011-01-08,Spring,2011,1,2,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.18,0.2424,0.55,0.0,3,13,16,Musim Semi,Berawan/Berkabut,Januari
165,2011-01-08,Spring,2011,1,3,0,6,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.18,0.197,0.55,0.1642,0,7,7,Musim Semi,Hujan Ringan/Salju,Januari
166,2011-01-08,Spring,2011,1,4,0,6,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.18,0.197,0.55,0.1642,0,1,1,Musim Semi,Hujan Ringan/Salju,Januari
167,2011-01-08,Spring,2011,1,5,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1667,0.74,0.1642,0,5,5,Musim Semi,Berawan/Berkabut,Januari
168,2011-01-08,Spring,2011,1,6,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1667,0.74,0.1642,0,2,2,Musim Semi,Berawan/Berkabut,Januari
169,2011-01-08,Spring,2011,1,7,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1818,0.74,0.1045,1,8,9,Musim Semi,Berawan/Berkabut,Januari
170,2011-01-08,Spring,2011,1,8,0,6,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.16,0.1818,0.93,0.1045,0,15,15,Musim Semi,Hujan Ringan/Salju,Januari
171,2011-01-08,Spring,2011,1,9,0,6,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.16,0.1818,0.93,0.1045,0,20,20,Musim Semi,Hujan Ringan/Salju,Januari
172,2011-01-08,Spring,2011,1,10,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.18,0.197,0.8,0.1642,5,56,61,Musim Semi,Berawan/Berkabut,Januari
173,2011-01-08,Spring,2011,1,11,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.1818,0.69,0.3881,2,60,62,Musim Semi,Berawan/Berkabut,Januari
174,2011-01-08,Spring,2011,1,12,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.1818,0.59,0.3582,8,90,98,Musim Semi,Berawan/Berkabut,Januari
175,2011-01-08,Spring,2011,1,13,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.44,0.3284,7,95,102,Musim Semi,Cerah,Januari
176,2011-01-08,Spring,2011,1,14,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.32,0.4925,12,83,95,Musim Semi,Cerah,Januari
177,2011-01-08,Spring,2011,1,15,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.32,0.4478,5,69,74,Musim Semi,Cerah,Januari
178,2011-01-08,Spring,2011,1,16,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.18,0.1364,0.29,0.4478,8,68,76,Musim Semi,Cerah,Januari
179,2011-01-08,Spring,2011,1,17,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.16,0.1212,0.37,0.5522,5,64,69,Musim Semi,Cerah,Januari
180,2011-01-08,Spring,2011,1,18,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.39,0.2985,3,52,55,Musim Semi,Cerah,Januari
181,2011-01-08,Spring,2011,1,19,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.36,0.2537,4,26,30,Musim Semi,Cerah,Januari
182,2011-01-08,Spring,2011,1,20,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.36,0.2537,0,28,28,Musim Semi,Cerah,Januari
183,2011-01-08,Spring,2011,1,21,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.12,0.1061,0.39,0.3582,2,35,37,Musim Semi,Cerah,Januari
184,2011-01-08,Spring,2011,1,22,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.12,0.1061,0.36,0.3881,1,33,34,Musim Semi,Cerah,Januari
185,2011-01-08,Spring,2011,1,23,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.1,0.0606,0.39,0.4478,0,22,22,Musim Semi,Cerah,Januari
186,2011-01-09,Spring,2011,1,0,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.1,0.0758,0.42,0.3881,1,24,25,Musim Semi,Cerah,Januari
187,2011-01-09,Spring,2011,1,1,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.1,0.0606,0.42,0.4627,0,12,12,Musim Semi,Cerah,Januari
188,2011-01-09,Spring,2011,1,2,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.1,0.0606,0.46,0.4627,0,11,11,Musim Semi,Cerah,Januari
189,2011-01-09,Spring,2011,1,3,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.1,0.0758,0.46,0.4179,0,4,4,Musim Semi,Cerah,Januari
190,2011-01-09,Spring,2011,1,4,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.08,0.0909,0.53,0.194,0,1,1,Musim Semi,Cerah,Januari
191,2011-01-09,Spring,2011,1,5,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.08,0.0909,0.53,0.194,0,1,1,Musim Semi,Cerah,Januari
192,2011-01-09,Spring,2011,1,6,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.1,0.0909,0.49,0.2836,0,1,1,Musim Semi,Cerah,Januari
193,2011-01-09,Spring,2011,1,7,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.08,0.0909,0.53,0.194,1,5,6,Musim Semi,Cerah,Januari
194,2011-01-09,Spring,2011,1,8,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.1,0.0909,0.49,0.2836,0,10,10,Musim Semi,Cerah,Januari
195,2011-01-09,Spring,2011,1,9,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.12,0.0758,0.46,0.5224,0,19,19,Musim Semi,Cerah,Januari
196,2011-01-09,Spring,2011,1,10,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.14,0.1061,0.43,0.3881,0,49,49,Musim Semi,Cerah,Januari
197,2011-01-09,Spring,2011,1,11,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.16,0.1212,0.4,0.5224,2,47,49,Musim Semi,Cerah,Januari
198,2011-01-09,Spring,2011,1,12,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.18,0.1364,0.37,0.4478,4,79,83,Musim Semi,Cerah,Januari
199,2011-01-09,Spring,2011,1,13,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.34,0.4478,6,69,75,Musim Semi,Cerah,Januari
200,2011-01-09,Spring,2011,1,14,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.1818,0.32,0.4627,8,64,72,Musim Semi,Cerah,Januari
201,2011-01-09,Spring,2011,1,15,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.35,0.3582,5,77,82,Musim Semi,Cerah,Januari
202,2011-01-09,Spring,2011,1,16,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.34,0.4478,13,79,92,Musim Semi,Cerah,Januari
203,2011-01-09,Spring,2011,1,17,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.18,0.1515,0.37,0.3881,3,59,62,Musim Semi,Cerah,Januari
204,2011-01-09,Spring,2011,1,18,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.4,0.3284,4,44,48,Musim Semi,Cerah,Januari
205,2011-01-09,Spring,2011,1,19,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.43,0.3284,1,40,41,Musim Semi,Cerah,Januari
206,2011-01-09,Spring,2011,1,20,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.46,0.2537,0,38,38,Musim Semi,Cerah,Januari
207,2011-01-09,Spring,2011,1,21,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.14,0.1061,0.46,0.4179,1,19,20,Musim Semi,Cerah,Januari
208,2011-01-09,Spring,2011,1,22,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.46,0.2985,5,10,15,Musim Semi,Cerah,Januari
209,2011-01-09,Spring,2011,1,23,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.12,0.1364,0.5,0.194,0,6,6,Musim Semi,Cerah,Januari
210,2011-01-10,Spring,2011,1,0,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2836,2,3,5,Musim Semi,Cerah,Januari
211,2011-01-10,Spring,2011,1,1,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2836,1,0,1,Musim Semi,Cerah,Januari
212,2011-01-10,Spring,2011,1,2,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2239,0,3,3,Musim Semi,Cerah,Januari
213,2011-01-10,Spring,2011,1,3,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2239,0,1,1,Musim Semi,Cerah,Januari
214,2011-01-10,Spring,2011,1,4,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.1,0.1212,0.54,0.1343,1,2,3,Musim Semi,Cerah,Januari
215,2011-01-10,Spring,2011,1,5,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.1,0.1061,0.54,0.2537,0,3,3,Musim Semi,Cerah,Januari
216,2011-01-10,Spring,2011,1,6,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2836,0,31,31,Musim Semi,Cerah,Januari
217,2011-01-10,Spring,2011,1,7,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2239,2,75,77,Musim Semi,Cerah,Januari
218,2011-01-10,Spring,2011,1,8,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.12,0.1212,0.5,0.2836,4,184,188,Musim Semi,Berawan/Berkabut,Januari
219,2011-01-10,Spring,2011,1,9,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.14,0.1212,0.5,0.2537,2,92,94,Musim Semi,Berawan/Berkabut,Januari
220,2011-01-10,Spring,2011,1,10,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.14,0.1212,0.5,0.2985,0,31,31,Musim Semi,Berawan/Berkabut,Januari
221,2011-01-10,Spring,2011,1,11,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1364,0.47,0.2836,2,28,30,Musim Semi,Berawan/Berkabut,Januari
222,2011-01-10,Spring,2011,1,12,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.1818,0.4,0.2836,5,47,52,Musim Semi,Berawan/Berkabut,Januari
223,2011-01-10,Spring,2011,1,13,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.1818,0.4,0.2836,4,50,54,Musim Semi,Berawan/Berkabut,Januari
224,2011-01-10,Spring,2011,1,14,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.197,0.4,0.2239,0,47,47,Musim Semi,Berawan/Berkabut,Januari
225,2011-01-10,Spring,2011,1,15,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.197,0.4,0.2239,2,43,45,Musim Semi,Berawan/Berkabut,Januari
226,2011-01-10,Spring,2011,1,16,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2121,0.4,0.1343,4,70,74,Musim Semi,Cerah,Januari
227,2011-01-10,Spring,2011,1,17,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.4,0.1045,4,174,178,Musim Semi,Cerah,Januari
228,2011-01-10,Spring,2011,1,18,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.197,0.4,0.2239,1,154,155,Musim Semi,Cerah,Januari
229,2011-01-10,Spring,2011,1,19,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1667,0.47,0.1642,3,92,95,Musim Semi,Cerah,Januari
230,2011-01-10,Spring,2011,1,20,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1667,0.5,0.1642,1,73,74,Musim Semi,Cerah,Januari
231,2011-01-10,Spring,2011,1,21,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1364,0.59,0.194,1,37,38,Musim Semi,Cerah,Januari
232,2011-01-10,Spring,2011,1,22,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.59,0.1642,2,22,24,Musim Semi,Cerah,Januari
233,2011-01-10,Spring,2011,1,23,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.59,0.1642,0,18,18,Musim Semi,Cerah,Januari
234,2011-01-11,Spring,2011,1,0,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1667,0.59,0.1045,2,10,12,Musim Semi,Cerah,Januari
235,2011-01-11,Spring,2011,1,1,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.59,0.1642,0,3,3,Musim Semi,Cerah,Januari
236,2011-01-11,Spring,2011,1,2,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1515,0.55,0.194,0,3,3,Musim Semi,Berawan/Berkabut,Januari
237,2011-01-11,Spring,2011,1,5,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1818,0.55,0.1343,0,6,6,Musim Semi,Berawan/Berkabut,Januari
238,2011-01-11,Spring,2011,1,6,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1818,0.55,0.1343,0,27,27,Musim Semi,Berawan/Berkabut,Januari
239,2011-01-11,Spring,2011,1,7,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.2273,0.55,0.0,2,97,99,Musim Semi,Berawan/Berkabut,Januari
240,2011-01-11,Spring,2011,1,8,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.18,0.2121,0.51,0.0896,3,214,217,Musim Semi,Berawan/Berkabut,Januari
241,2011-01-11,Spring,2011,1,9,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.18,0.197,0.51,0.1642,3,127,130,Musim Semi,Berawan/Berkabut,Januari
242,2011-01-11,Spring,2011,1,10,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2121,0.51,0.1642,3,51,54,Musim Semi,Berawan/Berkabut,Januari
243,2011-01-11,Spring,2011,1,11,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2121,0.47,0.1343,4,31,35,Musim Semi,Berawan/Berkabut,Januari
244,2011-01-11,Spring,2011,1,12,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2273,0.51,0.1045,2,55,57,Musim Semi,Berawan/Berkabut,Januari
245,2011-01-11,Spring,2011,1,13,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2273,0.59,0.0896,6,46,52,Musim Semi,Berawan/Berkabut,Januari
246,2011-01-11,Spring,2011,1,14,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.2,0.2273,0.59,0.0896,3,60,63,Musim Semi,Berawan/Berkabut,Januari
247,2011-01-11,Spring,2011,1,15,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.197,0.8,0.0896,2,45,47,Musim Semi,Berawan/Berkabut,Januari
248,2011-01-11,Spring,2011,1,16,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1515,0.86,0.2239,4,72,76,Musim Semi,Berawan/Berkabut,Januari
249,2011-01-11,Spring,2011,1,17,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1515,0.86,0.2239,6,130,136,Musim Semi,Berawan/Berkabut,Januari
250,2011-01-11,Spring,2011,1,18,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.16,0.1818,0.93,0.1045,1,94,95,Musim Semi,Hujan Ringan/Salju,Januari
251,2011-01-11,Spring,2011,1,19,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.16,0.2273,0.93,0.0,0,51,51,Musim Semi,Hujan Ringan/Salju,Januari
252,2011-01-11,Spring,2011,1,20,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.16,0.1515,0.93,0.194,0,32,32,Musim Semi,Hujan Ringan/Salju,Januari
253,2011-01-11,Spring,2011,1,21,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.16,0.197,0.86,0.0896,0,20,20,Musim Semi,Hujan Ringan/Salju,Januari
254,2011-01-11,Spring,2011,1,22,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.16,0.1818,0.93,0.1045,1,28,29,Musim Semi,Hujan Ringan/Salju,Januari
255,2011-01-11,Spring,2011,1,23,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.16,0.197,0.93,0.0896,1,18,19,Musim Semi,Hujan Ringan/Salju,Januari
256,2011-01-12,Spring,2011,1,0,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.197,0.86,0.0896,0,7,7,Musim Semi,Berawan/Berkabut,Januari
257,2011-01-12,Spring,2011,1,1,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.16,0.1818,0.86,0.1045,0,6,6,Musim Semi,Berawan/Berkabut,Januari
258,2011-01-12,Spring,2011,1,2,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.86,0.1343,0,1,1,Musim Semi,Cerah,Januari
259,2011-01-12,Spring,2011,1,5,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.86,0.1642,0,5,5,Musim Semi,Cerah,Januari
260,2011-01-12,Spring,2011,1,6,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1515,0.93,0.1343,0,16,16,Musim Semi,Cerah,Januari
261,2011-01-12,Spring,2011,1,7,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.69,0.1343,0,54,54,Musim Semi,Cerah,Januari
262,2011-01-12,Spring,2011,1,8,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1667,0.59,0.1642,3,125,128,Musim Semi,Cerah,Januari
263,2011-01-12,Spring,2011,1,9,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.59,0.3284,3,78,81,Musim Semi,Cerah,Januari
264,2011-01-12,Spring,2011,1,10,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.18,0.1818,0.55,0.2239,0,39,39,Musim Semi,Cerah,Januari
265,2011-01-12,Spring,2011,1,11,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.51,0.3881,3,32,35,Musim Semi,Cerah,Januari
266,2011-01-12,Spring,2011,1,12,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.1515,0.47,0.5821,3,52,55,Musim Semi,Cerah,Januari
267,2011-01-12,Spring,2011,1,13,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.44,0.3582,0,49,49,Musim Semi,Cerah,Januari
268,2011-01-12,Spring,2011,1,14,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.47,0.3284,0,44,44,Musim Semi,Cerah,Januari
269,2011-01-12,Spring,2011,1,15,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.47,0.4179,1,48,49,Musim Semi,Cerah,Januari
270,2011-01-12,Spring,2011,1,16,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.44,0.3284,5,63,68,Musim Semi,Cerah,Januari
271,2011-01-12,Spring,2011,1,17,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.47,0.3582,0,139,139,Musim Semi,Cerah,Januari
272,2011-01-12,Spring,2011,1,18,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.2,0.1515,0.47,0.5224,2,135,137,Musim Semi,Cerah,Januari
273,2011-01-12,Spring,2011,1,19,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.18,0.1515,0.47,0.4179,1,82,83,Musim Semi,Cerah,Januari
274,2011-01-12,Spring,2011,1,20,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.5,0.3284,2,54,56,Musim Semi,Cerah,Januari
275,2011-01-12,Spring,2011,1,21,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.55,0.3284,0,57,57,Musim Semi,Cerah,Januari
276,2011-01-12,Spring,2011,1,22,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.16,0.1212,0.55,0.4478,1,32,33,Musim Semi,Cerah,Januari
277,2011-01-12,Spring,2011,1,23,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1061,0.59,0.4179,1,19,20,Musim Semi,Cerah,Januari
278,2011-01-13,Spring,2011,1,0,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.59,0.2836,1,6,7,Musim Semi,Cerah,Januari
279,2011-01-13,Spring,2011,1,1,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.2836,0,2,2,Musim Semi,Cerah,Januari
280,2011-01-13,Spring,2011,1,2,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.3582,0,2,2,Musim Semi,Cerah,Januari
281,2011-01-13,Spring,2011,1,3,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.3284,0,3,3,Musim Semi,Cerah,Januari
282,2011-01-13,Spring,2011,1,4,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.2537,0,4,4,Musim Semi,Cerah,Januari
283,2011-01-13,Spring,2011,1,5,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.2985,0,3,3,Musim Semi,Cerah,Januari
284,2011-01-13,Spring,2011,1,6,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1515,0.54,0.1343,0,28,28,Musim Semi,Cerah,Januari
285,2011-01-13,Spring,2011,1,7,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.12,0.1515,0.54,0.1343,0,72,72,Musim Semi,Cerah,Januari
286,2011-01-13,Spring,2011,1,8,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1364,0.5,0.194,5,197,202,Musim Semi,Cerah,Januari
287,2011-01-13,Spring,2011,1,9,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.3284,2,137,139,Musim Semi,Cerah,Januari
